time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-11-27T08:32:46.240Z,35.4597,-97.7822,6.28,2.6,mb_lg,,32,0.154,0.6,us,us2000bust,2017-11-30T05:43:07.143Z,"5km SSW of Yukon, Oklahoma",earthquake,2,7.3,0.065,62,reviewed,us,us
2017-11-27T07:54:23.690Z,-21.4046,168.4362,10,4.8,mb,,108,0.385,1.13,us,us2000bus2,2017-11-27T08:09:58.040Z,"59km ENE of Tadine, New Caledonia",earthquake,7.7,1.9,0.089,39,reviewed,us,us
2017-11-27T07:48:12.020Z,31.1288,-103.5316,1.17,2.7,ml,,90,0.375,0.67,us,us2000burs,2017-11-27T08:10:07.337Z,"32km S of Pecos, Texas",earthquake,1.9,8,0.074,24,reviewed,us,us
2017-11-27T07:11:12.270Z,-4.6187,153.2105,57.77,6,mww,,63,1.126,0.85,us,us2000burc,2017-11-27T18:03:28.040Z,"25km SE of Taron, Papua New Guinea",earthquake,7.8,6,0.057,30,reviewed,us,us
2017-11-27T05:22:25.041Z,51.7517,-170.4821,20,3.5,ml,,,,0.86,ak,ak17426801,2017-12-02T01:35:06.835Z,"97km SSE of Amukta Island, Alaska",earthquake,,0,,,reviewed,ak,ak
2017-11-27T04:38:15.320Z,19.354,-68.7938,154,4.13,md,7,213,1.9018,0.59,pr,pr2017331000,2017-11-27T23:20:27.040Z,"51km NE of Miches, Dominican Republic",earthquake,12.61,8.27,0.1,7,reviewed,pr,pr
2017-11-27T04:21:13.580Z,-22.5374,-70.7056,10.06,4,mwr,,137,0.553,0.83,us,us2000buqi,2017-11-27T19:39:24.869Z,"71km SW of Tocopilla, Chile",earthquake,3.9,4.2,0.045,48,reviewed,us,us
2017-11-27T04:16:30.126Z,62.0051,-149.8802,44.9,2.7,ml,,,,0.53,ak,ak17392654,2017-12-01T22:39:22.068Z,"19km S of Y, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-11-27T03:33:48.430Z,52.005,-170.5739,37.63,4.6,mb,,175,2.243,1.08,us,us2000buq4,2017-12-02T01:35:05.938Z,"70km S of Yunaska Island, Alaska",earthquake,10.2,8.3,0.058,87,reviewed,us,us
2017-11-27T02:56:59.150Z,13.0411,-88.7773,66.51,4.2,mb,,181,0.779,1.44,us,us2000bupw,2017-11-27T04:29:19.040Z,"36km SW of Puerto El Triunfo, El Salvador",earthquake,8.2,8.8,0.058,82,reviewed,us,us
2017-11-27T01:47:40.680Z,-23.5375,-68.9645,131.49,4,mb,,108,0.569,1.34,us,us2000bupn,2017-11-27T02:31:37.040Z,"102km SW of San Pedro de Atacama, Chile",earthquake,5.5,5.1,0.211,6,reviewed,us,us
2017-11-27T01:40:54.230Z,46.954,152.7322,66.46,4.7,mb,,135,6.94,0.71,us,us2000bupp,2017-11-27T02:41:39.040Z,"Kuril Islands",earthquake,10.2,6.8,0.045,153,reviewed,us,us
2017-11-27T01:28:45.477Z,60.2869,-152.3249,88.7,3,ml,,,,0.6,ak,ak17392157,2017-12-01T22:40:31.702Z,"32km SE of Redoubt Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-11-26T22:51:23.380Z,32.5011,48.9009,10,4.4,mb,,119,3.717,0.88,us,us2000bunw,2017-11-27T01:42:56.040Z,"49km ENE of Dezful, Iran",earthquake,6.6,1.8,0.089,36,reviewed,us,us
2017-11-26T22:15:48.260Z,36.119,-97.8766,4.22,2.6,mb_lg,,21,0.147,0.73,us,us2000bumr,2017-11-26T22:29:59.040Z,"2km ENE of Hennessey, Oklahoma",earthquake,6.8,8.1,0.076,45,reviewed,us,us
2017-11-26T22:15:13.660Z,-32.2328,-71.0021,69.65,4.9,mb,,67,0.652,0.92,us,us2000bumt,2017-11-27T23:10:03.922Z,"32km NE of La Ligua, Chile",earthquake,4.3,6,0.07,64,reviewed,us,us
2017-11-26T21:48:00.230Z,37.5108333,-112.836,9.49,2.77,ml,22,53,0.217,0.29,uu,uu60259597,2017-11-29T18:44:41.909Z,"27km SE of Cedar City, Utah",earthquake,0.53,1.43,0.109,8,reviewed,uu,uu
2017-11-26T21:11:51.460Z,36.1051,-97.8329,3.76,3.4,mb_lg,,40,0.114,0.09,us,us2000buln,2017-12-02T07:09:59.177Z,"5km E of Hennessey, Oklahoma",earthquake,1.1,3.8,0.046,125,reviewed,us,us
2017-11-26T20:32:59.720Z,12.9586,-90.0811,56.4,4.6,mb,,178,1.099,1.23,us,us2000bul8,2017-11-26T20:48:42.040Z,"75km SSW of Acajutla, El Salvador",earthquake,7.9,15.6,0.065,71,reviewed,us,us
2017-11-26T19:27:28.640Z,35.8532,-96.6911,7.08,2.5,mb_lg,,98,0.105,0.25,us,us2000bukm,2017-11-26T20:31:55.040Z,"11km NNW of Stroud, Oklahoma",earthquake,1.3,2.8,0.17,9,reviewed,us,us
2017-11-26T19:06:43.290Z,-5.7464,105.6793,38.53,4.8,mb,,58,3.042,0.9,us,us2000bukh,2017-11-26T20:23:10.040Z,"0km E of Pasuruan, Indonesia",earthquake,9,6.1,0.078,50,reviewed,us,us
2017-11-26T19:01:32.810Z,42.7243,24.2995,11.22,4.6,mb,,41,0.702,1.03,us,us2000bukf,2017-12-03T11:06:53.710Z,"3km SSE of Anton, Bulgaria",earthquake,3.5,5.2,0.222,6,reviewed,us,us
2017-11-26T18:39:21.260Z,-17.745,-178.5656,628.42,4.5,mb,,144,7.564,0.72,us,us2000bukb,2017-11-26T19:03:10.040Z,"263km SE of Lambasa, Fiji",earthquake,15.2,10,0.084,42,reviewed,us,us
2017-11-26T18:16:07.840Z,-32.6022,178.6846,354.13,4.1,mb,,138,4.434,0.55,us,us2000buk8,2017-12-04T15:54:58.040Z,"262km WSW of L'Esperance Rock, New Zealand",earthquake,15.8,16.6,0.139,14,reviewed,us,us
2017-11-26T17:38:30.400Z,-20.5119,-173.1359,10,4.5,mb,,101,3.341,0.93,us,us2000bujg,2017-11-26T18:16:29.040Z,"149km ESE of Pangai, Tonga",earthquake,12,1.9,0.111,24,reviewed,us,us
2017-11-26T17:14:11.510Z,19.1125,-65.7561,25,2.91,md,4,344,1.2578,0.07,pr,pr2017330006,2017-12-04T15:58:00.040Z,"81km N of Vieques, Puerto Rico",earthquake,3.94,9.94,0.29,2,reviewed,pr,pr
2017-11-26T17:04:08.304Z,61.6648,-150.9392,71.3,2.7,ml,,,,0.6,ak,ak17391289,2017-11-29T22:48:41.126Z,"47km WSW of Willow, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-11-26T16:37:41.570Z,-19.1364,-177.0302,352.69,4.7,mb,,89,6.716,0.72,us,us2000buj2,2017-11-26T17:36:58.040Z,"242km NE of Ndoi Island, Fiji",earthquake,13.1,7.6,0.063,77,reviewed,us,us
2017-11-26T14:20:40.210Z,-16.5862,-173.8798,103.2,4.9,mb,,61,3.346,1.33,us,us2000buhz,2017-11-26T15:57:16.040Z,"71km S of Hihifo, Tonga",earthquake,10.9,7.4,0.042,173,reviewed,us,us
2017-11-26T14:14:18.970Z,12.855,-88.5025,56,4.8,mb,,133,1.089,0.89,us,us2000buht,2017-11-27T03:02:51.098Z,"47km S of Puerto El Triunfo, El Salvador",earthquake,4.7,3.2,0.029,377,reviewed,us,us
2017-11-26T13:45:51.080Z,4.4669,-76.2615,130.24,4.3,mb,,95,1.97,0.91,us,us2000buhq,2017-11-26T15:30:20.040Z,"5km SSW of El Dovio, Colombia",earthquake,7.8,6.9,0.058,85,reviewed,us,us
2017-11-26T13:31:35.390Z,-41.1829,174.6553,35.07,4.3,mb,,47,0.131,0.81,us,us2000buhp,2017-11-27T02:13:00.139Z,"13km NNW of Karori, New Zealand",earthquake,3.4,8.1,0.161,12,reviewed,us,us
2017-11-26T11:55:03.203Z,60.3041,-147.8987,6.7,2.8,ml,,,,0.66,ak,ak17390780,2017-11-29T22:48:30.786Z,"67km SE of Whittier, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-11-26T10:24:42.330Z,12.7392,-88.6351,53.06,4.4,mb,,164,1.106,0.72,us,us2000bugv,2017-11-26T18:27:27.810Z,"60km S of Puerto El Triunfo, El Salvador",earthquake,7.5,11.8,0.05,117,reviewed,us,us
2017-11-26T10:07:55.440Z,19.1123,-66.6876,62,2.98,md,4,322,0.7685,0.29,pr,pr2017330005,2017-11-26T12:06:43.386Z,"70km N of Arecibo, Puerto Rico",earthquake,3.41,7.4,0.13,4,reviewed,pr,pr
2017-11-26T09:51:01.600Z,33.8879,30.5216,10,4.1,mb,,235,2.557,0.79,us,us2000bugt,2017-11-26T10:22:58.040Z,"199km WSW of Paphos, Cyprus",earthquake,7.8,2,0.158,11,reviewed,us,us
2017-11-26T08:47:39.520Z,-32.6592,-71.658,30.24,4.2,mb,,155,0.363,0.73,us,us2000bugk,2017-11-26T22:39:25.858Z,"41km NNW of Vina del Mar, Chile",earthquake,4.2,5.7,0.175,9,reviewed,us,us
2017-11-26T06:07:26.290Z,51.9821,-170.5826,33.81,4.7,mb,,135,0.942,1,us,us2000bug4,2017-11-30T21:31:06.846Z,"72km SE of Amukta Island, Alaska",earthquake,9,3.4,0.033,274,reviewed,us,us
2017-11-26T05:47:30.630Z,34.4934,45.7986,10,4.5,mb,,66,0.625,0.85,us,us2000bufu,2017-11-26T06:13:47.040Z,"6km WNW of Sarpol-e Zahab, Iran",earthquake,6.3,1.9,0.079,47,reviewed,us,us
2017-11-26T03:00:14.210Z,34.1031667,-120.3888333,13.8,2.78,ml,17,194,0.07191,0.21,ci,ci37818311,2017-11-27T18:44:15.718Z,"8km NNW of San Miguel Is., CA",earthquake,0.72,0.99,0.112,66,reviewed,ci,ci
2017-11-26T02:39:35.050Z,36.4485,-99.1935,5,2.6,mb_lg,,195,0.169,0.49,us,us2000buf1,2017-11-26T09:43:04.194Z,"1km NE of Mooreland, Oklahoma",earthquake,4.1,2,0.077,44,reviewed,us,us
2017-11-26T02:33:43.220Z,18.3468,-68.0223,111,3.22,md,6,330,0.5444,0.17,pr,pr2017330003,2017-11-26T04:23:12.718Z,"48km ESE of Punta Cana, Dominican Republic",earthquake,3.26,2.3,0.07,3,reviewed,pr,pr
2017-11-26T01:46:53.940Z,19.515,-68.3078,47,3.49,md,7,346,1.4016,0.29,pr,pr2017330002,2017-11-26T04:22:56.110Z,"97km NE of Miches, Dominican Republic",earthquake,5.63,17.81,0.16,6,reviewed,pr,pr
2017-11-26T00:38:34.068Z,61.8506,-151.6361,92.7,2.7,ml,,,,0.54,ak,ak17390323,2017-11-29T22:48:14.504Z,"82km W of Willow, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-11-26T00:26:45.100Z,18.7885,-66.0753,45,2.76,md,4,337,0.8098,0.27,pr,pr2017330001,2017-11-26T04:22:42.502Z,"35km N of San Juan, Puerto Rico",earthquake,3.6,8.01,0.12,3,reviewed,pr,pr
2017-11-26T00:06:53.460Z,18.5581,-67.3795,20,2.6,md,5,260,0.2002,0.22,pr,pr2017330000,2017-11-26T04:22:29.230Z,"27km WNW of Aguadilla, Puerto Rico",earthquake,1.58,4,0.36,5,reviewed,pr,pr
2017-11-25T23:34:24.090Z,-27.9525,-66.6847,167.22,4.2,mb,,48,3.165,0.78,us,us2000bue9,2017-11-26T00:17:31.040Z,"47km SE of Belen, Argentina",earthquake,4.8,13.7,0.199,7,reviewed,us,us
2017-11-25T23:33:33.600Z,35.6206,-97.9844,5,2.6,mb_lg,,38,0.384,0.31,us,us2000bue8,2017-11-26T12:47:08.527Z,"10km NNW of El Reno, Oklahoma",earthquake,1.5,2,0.078,43,reviewed,us,us
2017-11-25T23:32:37.530Z,-7.529,127.9684,163.69,4.2,mb,,55,3.331,0.73,us,us2000buea,2017-11-25T23:47:07.040Z,"287km ENE of Dili, East Timor",earthquake,8,6.1,0.167,10,reviewed,us,us
2017-11-25T23:03:50.840Z,-36.5782,-95.9563,10,4.8,mb,,185,19.545,0.89,us,us2000bue3,2017-11-25T23:31:36.040Z,"West Chile Rise",earthquake,9.2,1.9,0.055,101,reviewed,us,us
2017-11-25T22:48:56.730Z,20.0948333,-155.8318333,26.997,2.81,ml,35,137,0.05945,0.1,hv,hv61988496,2017-11-27T19:54:50.301Z,"12km S of Kapaau, Hawaii",earthquake,0.59,0.74,0.179,20,reviewed,hv,hv
2017-11-25T21:42:01.670Z,35.6192,-97.9838,3.24,2.8,mb_lg,,37,0.383,0.34,us,us2000budb,2017-11-26T00:07:22.439Z,"9km NNW of El Reno, Oklahoma",earthquake,1.6,7.6,0.061,70,reviewed,us,us
2017-11-25T21:18:25.640Z,-20.0558,-70.848,36.96,4.1,mb,,200,0.706,0.41,us,us2000bud6,2017-11-25T22:25:16.040Z,"75km WNW of Iquique, Chile",earthquake,6,11.2,0.233,5,reviewed,us,us
2017-11-25T20:44:36.391Z,51.3013,-177.5672,40.8,2.5,ml,,,,0.32,ak,ak17399926,2017-11-28T23:52:34.111Z,"76km SSE of Tanaga Volcano, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2017-11-25T20:03:24.490Z,-5.6241,154.3725,113.27,4.9,mb,,67,2.621,0.94,us,us2000bucx,2017-11-26T13:50:10.558Z,"144km WNW of Arawa, Papua New Guinea",earthquake,7.2,7.4,0.086,42,reviewed,us,us
2017-11-25T19:52:55.651Z,58.2877,-156.1116,145,2.6,ml,,,,0.47,ak,ak17390018,2017-11-28T23:52:31.840Z,"58km SSE of King Salmon, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-11-25T19:29:47.790Z,19.4897,94.371,61.97,4.5,mb,,109,2.995,0.69,us,us2000bucm,2017-11-25T20:49:06.040Z,"87km WNW of Thayetmyo, Burma",earthquake,7.1,6.6,0.079,47,reviewed,us,us
2017-11-25T19:21:35.300Z,49.9016,156.1544,59.42,4.7,mb,,137,3.353,0.94,us,us2000bucg,2017-11-25T20:28:12.040Z,"86km S of Severo-Kuril'sk, Russia",earthquake,9.6,7.1,0.065,72,reviewed,us,us
2017-11-25T18:36:53.490Z,-36.1771,-73.4989,7.23,4.2,mb,,154,0.621,0.43,us,us2000buce,2017-11-25T19:36:35.040Z,"68km NNW of Talcahuano, Chile",earthquake,6.4,5.5,0.141,14,reviewed,us,us
2017-11-25T18:28:29.760Z,36.64,-121.2525,4.26,2.84,md,61,50,0.05785,0.06,nc,nc72930685,2017-11-27T21:47:03.498Z,"21km SSE of Ridgemark, California",earthquake,0.1,0.51,0.163,107,reviewed,nc,nc
2017-11-25T18:26:26.130Z,6.0048,125.8697,75.66,4.5,mb,,108,1.096,0.88,us,us2000bucc,2017-11-25T19:28:53.040Z,"20km ESE of Lamitan, Philippines",earthquake,6.3,7.6,0.078,48,reviewed,us,us
2017-11-25T17:30:01.610Z,-20.6198,172.5654,10.16,5.8,mww,,65,4.321,1.15,us,us2000bubz,2017-11-27T20:48:11.040Z,"204km NNE of Ile Hunter, New Caledonia",earthquake,10.6,3.6,0.056,31,reviewed,us,us
2017-11-25T16:57:19.530Z,35.9854,-96.7961,5,2.6,mb_lg,,61,0.009,0.51,us,us2000bubt,2017-11-26T04:14:44.613Z,"2km W of Cushing, Oklahoma",earthquake,1,1.9,0.083,38,reviewed,us,us
2017-11-25T15:51:33.770Z,49.6794,156.2782,63.62,4.4,mb,,138,3.547,1.1,us,us2000bubk,2017-11-25T16:10:39.040Z,"111km S of Severo-Kuril'sk, Russia",earthquake,9.4,8.4,0.107,25,reviewed,us,us
2017-11-25T15:37:07.720Z,-21.6999,169.0665,10,4.3,mb,,222,0.988,1.13,us,us2000bubs,2017-11-25T17:52:08.040Z,"123km E of Tadine, New Caledonia",earthquake,7.5,1.9,0.148,13,reviewed,us,us
2017-11-25T14:59:49.914Z,51.59,-178.4395,6.4,2.5,ml,,,,0.52,ak,ak17389758,2017-11-28T23:52:23.493Z,"38km SSW of Tanaga Volcano, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-11-25T14:53:26.370Z,18.9175,-65.088,39,3.15,md,4,334,1.3346,0.17,pr,pr2017329005,2017-11-25T17:54:17.040Z,"61km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.47,13.02,0.46,3,reviewed,pr,pr
2017-11-25T13:14:06.800Z,-8.1289,117.9853,199.53,4.7,mb,,55,3.557,0.66,us,us2000buah,2017-11-25T13:38:10.040Z,"23km E of Labuhankananga, Indonesia",earthquake,6.6,6.1,0.078,49,reviewed,us,us
2017-11-25T12:36:13.190Z,51.6268,-178.7213,76.78,2.9,ml,,178,0.137,0.23,us,us2000bvqi,2017-12-03T11:10:01.040Z,"48km NNE of Amatignak Island, Alaska",earthquake,7.6,6.3,,,reviewed,us,ak
2017-11-25T12:32:07.500Z,36.1251,-98.9905,6.167,2.7,ml,,187,,0.38,us,us2000buac,2017-12-03T11:08:33.021Z,"9km NNW of Taloga, Oklahoma",earthquake,1.3,2,,,reviewed,tul,tul
2017-11-25T11:40:06.700Z,36.1304,-98.9743,3.667,2.6,ml,,128,,0.24,us,us2000buaa,2017-12-03T11:01:35.810Z,"10km N of Taloga, Oklahoma",earthquake,1.5,3.8,,,reviewed,tul,tul
2017-11-25T11:36:41.860Z,38.3106,141.9337,58.39,4.4,mb,,145,1.004,1.06,us,us1000bjxe,2017-12-03T10:58:31.040Z,"56km ESE of Ishinomaki, Japan",earthquake,4.1,8.7,0.138,15,reviewed,us,us
2017-11-25T11:30:03.450Z,52.8402,-173.2584,226.03,4,mb,,132,0.692,0.73,us,us2000bvqh,2017-12-03T10:50:25.040Z,"96km NE of Atka, Alaska",earthquake,13.5,11.2,0.071,54,reviewed,us,us
2017-11-25T11:11:23.390Z,-1.1789,119.9614,10,4.9,mb,,51,2.418,0.81,us,us2000bua6,2017-12-03T10:44:50.040Z,"33km SSE of Palu, Indonesia",earthquake,5,1.9,0.081,48,reviewed,us,us
2017-11-25T10:50:01.440Z,-3.8911,128.5689,126.06,4.5,mb,,90,3.798,0.57,us,us2000bua4,2017-11-25T11:10:45.040Z,"36km SSW of Saparua, Indonesia",earthquake,8,4.1,0.111,24,reviewed,us,us
2017-11-25T09:32:56.940Z,37.3078,71.756,147.41,4.1,mb,,74,0.234,0.61,us,us2000bu9w,2017-11-25T09:44:30.040Z,"8km NW of Roshtqal'a, Tajikistan",earthquake,8.7,5.4,0.26,4,reviewed,us,us
2017-11-25T09:16:06.060Z,44.9838333,-115.3948333,14.28,2.47,ml,13,105,0.442,0.14,mb,mb80271569,2017-11-27T16:45:37.420Z,"56km E of McCall, Idaho",earthquake,0.68,1.27,0.206,8,reviewed,mb,mb
2017-11-25T09:14:51.140Z,-1.2283,119.9654,17.94,5,mb,,62,2.463,0.83,us,us2000bu9s,2017-11-25T09:34:07.040Z,"38km SSE of Palu, Indonesia",earthquake,6.1,4.5,0.074,58,reviewed,us,us
2017-11-25T08:23:37.530Z,18.3706,-68.6343,132,3.33,md,4,342,1.1552,0.66,pr,pr2017329003,2017-11-25T13:27:05.040Z,"13km WNW of Salvaleon de Higuey, Dominican Republic",earthquake,15.27,15.36,0.24,3,reviewed,pr,pr
2017-11-25T07:18:48.370Z,27.6913,-111.6355,10,4,mb,,175,0.652,0.61,us,us2000bu94,2017-11-25T08:13:00.040Z,"76km ENE of Santa Rosalia, Mexico",earthquake,4,2,0.164,10,reviewed,us,us
2017-11-25T07:16:14.050Z,-20.1258,-173.4258,10,4.7,mb,,88,3.459,1.18,us,us2000bu9a,2017-11-25T07:47:49.040Z,"103km ESE of Pangai, Tonga",earthquake,9.6,1.9,0.091,37,reviewed,us,us
2017-11-25T05:24:05.920Z,-37.9351,178.1092,56.41,4.8,mb,,150,0.403,0.84,us,us2000bu8k,2017-11-25T21:00:48.108Z,"74km ENE of Opotiki, New Zealand",earthquake,7.3,9.2,0.124,20,reviewed,us,us
2017-11-25T04:47:01.100Z,41.7737,135.1975,380.78,4.3,mb,,80,3.379,1.38,us,us2000bu8c,2017-11-25T05:06:23.040Z,"164km SE of Preobrazheniye, Russia",earthquake,7.5,7.5,0.047,134,reviewed,us,us
2017-11-25T04:10:52.630Z,19.136,-66.8128,26,2.93,md,6,287,0.7321,0.3,pr,pr2017329002,2017-11-25T09:02:31.464Z,"71km N of Hatillo, Puerto Rico",earthquake,1.93,19.04,0.48,6,reviewed,pr,pr
2017-11-25T03:47:47.590Z,18.9025,-66.8213,46,2.67,md,3,287,0.5227,0.21,pr,pr2017329001,2017-11-25T09:02:12.600Z,"46km N of Hatillo, Puerto Rico",earthquake,2.15,3.92,0.27,2,reviewed,pr,pr
2017-11-25T02:35:25.540Z,17.9661,-68.488,146,3.19,md,6,337,1.0921,0.31,pr,pr2017329000,2017-11-25T03:13:56.708Z,"47km SSE of Boca de Yuma, Dominican Republic",earthquake,5.58,3.46,0.32,5,reviewed,pr,pr
2017-11-25T01:58:10.830Z,35.8621,-96.689,5,2.6,mb_lg,,95,0.101,0.45,us,us2000bu7t,2017-11-25T19:25:22.635Z,"12km NNW of Stroud, Oklahoma",earthquake,2,2,0.124,17,reviewed,us,us
2017-11-25T00:52:59.030Z,52.5419,-178.5505,269.58,4,mb,,81,0.681,0.55,us,us2000bvq6,2017-12-04T03:07:18.040Z,"78km NNW of Tanaga Volcano, Alaska",earthquake,12.2,9.2,0.054,91,reviewed,us,us
2017-11-24T23:53:44.310Z,-2.8437,137.1283,34.62,4.1,mb,,188,4.873,0.8,us,us1000bjwm,2017-12-04T03:16:58.040Z,"146km NE of Enarotali, Indonesia",earthquake,12.5,10.2,0.15,12,reviewed,us,us
2017-11-24T23:36:02.100Z,36.4605,71.1198,235.24,4.2,mb,,75,0.794,0.55,us,us2000bu7g,2017-12-04T05:18:24.040Z,"44km WSW of Ashkasham, Afghanistan",earthquake,3.9,6.4,0.166,10,reviewed,us,us
2017-11-24T23:19:25.780Z,-20.9486,168.0943,7.14,4.1,mb,,264,0.532,0.83,us,us1000bjwq,2017-12-04T03:29:01.040Z,"70km NNE of Tadine, New Caledonia",earthquake,3.2,7.2,0.521,1,reviewed,us,us
2017-11-24T23:00:54.370Z,18.0561,-65.8568,24,2.56,md,3,338,1.2348,0.19,pr,pr2017328007,2017-12-04T03:34:05.040Z,"1km NE of Patillas, Puerto Rico",earthquake,3.06,18.23,0.37,2,reviewed,pr,pr
2017-11-24T22:47:08.830Z,-21.1061,168.0336,10,4.3,mb,,246,0.373,0.59,us,us1000bjwl,2017-12-03T01:52:45.040Z,"51km NNE of Tadine, New Caledonia",earthquake,4.6,2,0.239,5,reviewed,us,us
2017-11-24T21:54:53.846Z,59.9068,-152.3154,88.8,2.8,ml,,,,0.53,ak,ak17388989,2017-12-04T06:31:55.040Z,"30km WNW of Anchor Point, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-11-24T21:49:15.290Z,37.0772,28.6266,6.14,5.2,mww,,26,0.952,0.73,us,us2000bu6g,2017-12-04T05:42:19.401Z,"18km E of Ula, Turkey",earthquake,5,3.6,0.068,21,reviewed,us,us
2017-11-24T21:16:14.670Z,40.6153333,-124.8276667,2.39,2.58,md,8,293,0.3988,0.08,nc,nc72930205,2017-12-01T23:28:03.677Z,"48km W of Ferndale, CA",earthquake,1.56,2.82,0.274,29,reviewed,nc,nc
2017-11-24T19:25:11.500Z,36.3158,70.6296,119.92,4.3,mb,,77,0.809,1.04,us,us2000bu56,2017-11-30T13:46:08.040Z,"34km NNW of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,5.3,7.1,0.122,19,reviewed,us,us
2017-11-24T18:51:39.460Z,36.8851,21.4815,10,4.7,mb,,66,2.236,1.34,us,us2000bu4l,2017-11-30T13:48:47.660Z,"19km W of Pylos, Greece",earthquake,6.8,1.9,0.079,49,reviewed,us,us
2017-11-24T18:33:24.060Z,-23.0121,-179.5081,517.8,4.6,mb,,107,5.717,0.97,us,us2000bu4e,2017-11-30T13:52:45.040Z,"274km SSW of Ndoi Island, Fiji",earthquake,11.6,8.6,0.056,95,reviewed,us,us
2017-11-24T18:27:30.190Z,16.5688,-95.0643,16.54,4.2,mb,,148,2.823,0.94,us,us2000bu41,2017-11-30T14:01:57.040Z,"4km ESE of San Jeronimo Ixtepec, Mexico",earthquake,8.9,9.2,0.081,42,reviewed,us,us
2017-11-24T18:05:15.700Z,51.8799,178.1763,147.43,4.2,mb,,158,0.228,1.26,us,us2000bvdv,2017-11-30T14:14:07.040Z,"23km WSW of Little Sitkin Island, Alaska",earthquake,13.7,8.3,0.057,85,reviewed,us,us
2017-11-24T17:46:55.390Z,37.6665,-97.0679,5,2.5,mb_lg,,135,0.543,0.72,us,us2000bu3l,2017-12-05T14:31:01.698Z,"8km SE of Andover, Kansas",earthquake,1,1.8,0.17,9,reviewed,us,us
2017-11-24T17:36:11.730Z,43.0819,-126.3069,10,4.6,mb,,188,1.462,1.23,us,us2000bu3f,2017-11-30T14:17:37.321Z,"152km WNW of Port Orford, Oregon",earthquake,7.1,1.9,0.045,147,reviewed,us,us
2017-11-24T17:24:13.598Z,55.7748,-157.3569,9.9,3,ml,,,,0.66,ak,ak17398458,2017-11-30T14:19:57.040Z,"102km ESE of Chignik Lake, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-11-24T17:01:40.090Z,19.2281,-67.8875,38,3.04,md,3,340,0.9373,0.08,pr,pr2017328004,2017-11-30T14:21:18.040Z,"82km NE of Punta Cana, Dominican Republic",earthquake,2.52,10.36,0.65,2,reviewed,pr,pr
2017-11-24T16:15:52.380Z,-12.1334,-76.1917,90.14,4.4,mb,,114,0.652,0.8,us,us2000btzs,2017-11-25T00:57:54.688Z,"38km SE of Matucana, Peru",earthquake,9,10.7,0.17,10,reviewed,us,us
2017-11-24T15:23:16.980Z,5.6065,124.8063,333.34,4.6,mb,,102,1.644,1.24,us,us2000btyc,2017-11-24T16:51:01.040Z,"31km S of Katubao, Philippines",earthquake,6.2,6.4,0.06,82,reviewed,us,us
2017-11-24T14:11:35.420Z,-35.3043,178.7203,187.87,4.8,mb,,134,2.278,1.63,us,us2000btxi,2017-12-03T10:42:31.040Z,"Off the east coast of the North Island of New Zealand",earthquake,9.9,8.3,0.099,31,reviewed,us,us
2017-11-24T14:04:58.640Z,-8.8329,-74.5049,153.36,4.7,mb,,93,2.091,0.76,us,us2000btxf,2017-12-03T10:38:18.449Z,"50km S of Pucallpa, Peru",earthquake,8.3,7,0.051,116,reviewed,us,us
2017-11-24T13:41:32.330Z,-36.4698,-102.4556,10,4.8,mb,,185,22.96,0.61,us,us2000btxa,2017-12-03T10:24:08.040Z,"Southeast of Easter Island",earthquake,16.7,2,0.088,45,reviewed,us,us
2017-11-24T13:26:44.090Z,6.7846,-72.9665,161.53,4.1,mb,,67,2.351,0.77,us,us2000btx0,2017-12-03T10:16:58.040Z,"11km NNE of Aratoca, Colombia",earthquake,8.8,10.8,0.087,36,reviewed,us,us
2017-11-24T13:26:25.310Z,-21.6174,168.5513,13.25,4.4,mb,,178,0.503,0.58,us,us1000bjwn,2017-12-03T10:06:32.040Z,"69km E of Tadine, New Caledonia",earthquake,6,5.6,0.131,17,reviewed,us,us
2017-11-24T12:00:44.780Z,36.0322,27.1993,13.61,4.1,mb,,83,0.485,0.44,us,us2000btwm,2017-11-24T12:18:00.040Z,"58km N of Karpathos, Greece",earthquake,2.2,6.5,0.174,9,reviewed,us,us
2017-11-24T11:37:31.494Z,61.5872,-146.2583,37.8,2.9,ml,,,,0.51,ak,ak17388592,2017-11-28T14:51:55.159Z,"51km N of Valdez, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-11-24T11:37:27.184Z,61.4402,-141.901,58.1,2.5,ml,,,,0.86,ak,ak17388597,2017-11-24T11:41:22.871Z,"135km E of Chitina, Alaska",earthquake,,2.2,,,automatic,ak,ak
