time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-11-19T16:11:34.520Z,-21.2565,168.6783,14.03,4.9,mb,,121,0.643,1.08,us,us2000bvid,2017-12-04T15:24:34.040Z,"88km ENE of Tadine, New Caledonia",earthquake,4.9,5.3,0.212,9,reviewed,us,us
2017-11-19T16:09:32.690Z,-21.8377,168.77,10,5.1,mb,,91,0.774,0.58,us,us2000bvie,2017-12-04T14:52:43.040Z,"97km ESE of Tadine, New Caledonia",earthquake,7.4,1.9,0.18,22,reviewed,us,us
2017-11-19T16:08:05.850Z,-21.2029,168.5843,5.94,5.9,mww,,40,0.585,0.97,us,us2000brh4,2017-12-03T21:45:47.796Z,"82km ENE of Tadine, New Caledonia",earthquake,4.8,1.7,0.058,29,reviewed,us,us
2017-11-19T16:07:08.700Z,-21.4112,168.6138,10,5.3,mb,,69,0.547,1.37,us,us2000bvhn,2017-12-03T21:37:22.040Z,"77km ENE of Tadine, New Caledonia",earthquake,3.2,1.8,0.15,22,reviewed,us,us
2017-11-19T16:06:52.520Z,5.7288,126.2965,144.65,4.4,mb,,101,1.511,0.6,us,us2000bvh8,2017-12-03T21:14:18.040Z,"71km S of Pondaguitan, Philippines",earthquake,12,10,0.093,33,reviewed,us,us
2017-11-19T16:03:41.490Z,-21.4198,168.7329,16.06,4.2,mb,,256,0.657,0.47,us,us2000bvh6,2017-12-03T20:42:03.040Z,"89km E of Tadine, New Caledonia",earthquake,4.4,8.1,0.236,6,reviewed,us,us
2017-11-19T16:01:53.670Z,-21.416,168.8693,12.2,4.5,mb,,248,0.784,0.67,us,us2000bvh5,2017-12-03T20:20:59.040Z,"103km E of Tadine, New Caledonia",earthquake,6.2,7.3,0.192,9,reviewed,us,us
2017-11-19T15:57:10.470Z,-21.3675,168.6864,10,4.1,mb,,203,0.621,0.66,us,us2000bvii,2017-12-03T19:13:54.040Z,"85km ENE of Tadine, New Caledonia",earthquake,6,1.5,0.524,5,reviewed,us,us
2017-11-19T15:56:12.950Z,2.9926,122.465,547.7,4.2,mb,,79,2.514,0.56,us,us2000bvh7,2017-12-03T17:46:10.040Z,"232km NNE of Kali, Indonesia",earthquake,12.3,9.3,0.096,30,reviewed,us,us
2017-11-19T15:55:58.650Z,-21.6466,168.7243,14.87,4.5,mb,,64,0.666,0.6,us,us2000bvih,2017-12-03T17:03:57.040Z,"87km E of Tadine, New Caledonia",earthquake,5.6,5.4,0.171,15,reviewed,us,us
2017-11-19T15:50:24.620Z,-21.7002,168.6383,11.9,4.4,mb,,240,0.606,0.78,us,us2000bvh2,2017-11-30T18:14:41.040Z,"79km ESE of Tadine, New Caledonia",earthquake,4.9,7.2,0.169,10,reviewed,us,us
2017-11-19T15:48:17.080Z,-21.5532,168.6328,13.75,4.5,mb,,159,0.565,1.5,us,us2000bvh3,2017-12-03T17:29:32.040Z,"77km E of Tadine, New Caledonia",earthquake,5.5,3.4,0.381,3,reviewed,us,us
2017-11-19T15:41:28.410Z,-21.3145,168.6414,10,4.6,mb,,89,0.592,0.93,us,us2000bvh4,2017-11-30T17:37:10.040Z,"82km ENE of Tadine, New Caledonia",earthquake,5.3,1.9,0.111,27,reviewed,us,us
2017-11-19T15:40:24.730Z,-21.8318,168.5808,6.09,4.2,mb,,159,0.619,0.88,us,us2000bvhk,2017-11-30T16:56:48.040Z,"78km ESE of Tadine, New Caledonia",earthquake,7.9,6.8,0.167,12,reviewed,us,us
2017-11-19T15:29:29.330Z,-21.6035,168.6614,9,4.5,mb,,252,0.599,0.42,us,us2000bvij,2017-11-29T21:21:56.040Z,"80km E of Tadine, New Caledonia",earthquake,7.5,6.1,0.172,10,reviewed,us,us
2017-11-19T15:26:48.400Z,-21.5153,168.8697,8.69,4.2,mb,,159,0.782,1.15,us,us2000bvhj,2017-11-29T20:55:54.040Z,"102km E of Tadine, New Caledonia",earthquake,5.6,8.2,0.305,3,reviewed,us,us
2017-11-19T15:19:50.420Z,-21.5306,168.5748,6.04,5,mb,,150,0.509,0.77,us,us2000bvhi,2017-11-29T20:31:04.040Z,"71km E of Tadine, New Caledonia",earthquake,4.8,4.4,0.101,35,reviewed,us,us
2017-11-19T15:17:01.720Z,-21.4391,168.6,10,5.1,mb,,73,0.532,1.43,us,us2000bvh1,2017-11-29T20:04:51.040Z,"75km E of Tadine, New Caledonia",earthquake,5.5,1.8,0.101,40,reviewed,us,us
2017-11-19T15:16:26.710Z,-21.5805,168.7111,6.88,5,mb,,185,0.641,0.62,us,us2000bvhg,2017-11-29T18:27:17.040Z,"85km E of Tadine, New Caledonia",earthquake,5.6,5.9,0.214,11,reviewed,us,us
2017-11-19T15:09:03.420Z,-21.5112,168.5743,16.51,6.6,mww,,21,0.507,0.86,us,us2000brgk,2017-11-29T18:12:13.199Z,"71km E of Tadine, New Caledonia",earthquake,5,2.7,0.037,72,reviewed,us,us
2017-11-19T14:56:02.650Z,-21.9061,168.746,4.11,4.5,mb,,181,0.788,0.73,us,us2000bvgz,2017-11-29T17:47:13.040Z,"97km ESE of Tadine, New Caledonia",earthquake,4.4,5.8,0.22,11,reviewed,us,us
2017-11-19T14:46:21.130Z,-0.2484,125.0552,52.16,4.4,mb,,52,2.415,0.75,us,us2000bvgx,2017-11-29T17:21:19.040Z,"129km SE of Lolayan, Indonesia",earthquake,2.8,8.7,0.131,21,reviewed,us,us
2017-11-19T14:27:10.300Z,-24.0257,-67.3054,198.83,4.4,mb,,128,1.336,0.45,us,us2000brfz,2017-11-29T16:06:34.040Z,"102km WNW of San Antonio de los Cobres, Argentina",earthquake,8.5,19.6,0.535,1,reviewed,us,us
2017-11-19T14:20:43.530Z,-23.732,-68.0992,131.65,3.9,mb,,136,0.779,0.68,us,us2000brfx,2017-11-29T16:02:35.040Z,"91km S of San Pedro de Atacama, Chile",earthquake,7.8,8.7,0.256,4,reviewed,us,us
2017-11-19T14:16:03.150Z,-17.8846,-178.3895,606.51,4,mb,,121,3.392,0.71,us,us2000bvgu,2017-11-29T15:24:30.040Z,"287km SE of Lambasa, Fiji",earthquake,19.8,12.6,0.143,16,reviewed,us,us
2017-11-19T13:12:34.570Z,2.2701,128.1797,43.33,4.9,mb,,77,1.695,0.82,us,us2000brfh,2017-11-28T20:46:45.040Z,"62km NNE of Tobelo, Indonesia",earthquake,3.8,8.4,0.065,74,reviewed,us,us
2017-11-19T12:38:51.730Z,-0.1562,-79.8123,69.14,4.1,mb,,117,1.322,1.07,us,us2000brf6,2017-12-03T06:54:24.040Z,"37km SE of Pedernales, Ecuador",earthquake,7.3,8.8,0.165,10,reviewed,us,us
2017-11-19T12:37:45.000Z,44.7518,10.075,18.75,4.4,mwr,,27,0.17,0.76,us,us2000brf1,2017-12-03T06:50:15.808Z,"5km W of Medesano, Italy",earthquake,5,4.7,0.047,44,reviewed,us,us
2017-11-19T12:17:03.230Z,-21.866,168.6585,10,4.7,mb,,108,0.698,1.4,us,us2000bvgq,2017-12-03T06:48:05.040Z,"87km ESE of Tadine, New Caledonia",earthquake,5.9,1.9,0.183,9,reviewed,us,us
2017-11-19T12:11:09.640Z,-38.8596,174.971,227.87,4.3,mb,,122,0.357,0.74,us,us2000brei,2017-12-03T06:44:11.040Z,"62km E of Waitara, New Zealand",earthquake,6.2,10,0.267,4,reviewed,us,us
2017-11-19T11:45:13.750Z,-21.6655,168.8213,10,4.9,mb,,163,0.758,0.87,us,us2000bvgp,2017-12-03T06:42:07.040Z,"97km E of Tadine, New Caledonia",earthquake,6.9,1.9,0.112,25,reviewed,us,us
2017-11-19T11:42:38.930Z,-21.7582,168.6989,10,4.8,mb,,195,0.68,0.89,us,us2000bvip,2017-12-03T06:35:57.040Z,"87km ESE of Tadine, New Caledonia",earthquake,4.6,1.9,0.096,33,reviewed,us,us
2017-11-19T11:41:50.840Z,-21.7292,168.7144,10,4.7,mb,,99,0.682,0.94,us,us2000bvgm,2017-12-03T06:32:01.040Z,"88km ESE of Tadine, New Caledonia",earthquake,4.6,1.9,0.106,27,reviewed,us,us
2017-11-19T11:36:14.670Z,-21.7476,168.5502,10,5,mww,,90,0.551,1.07,us,us2000brdx,2017-12-02T14:32:12.040Z,"72km ESE of Tadine, New Caledonia",earthquake,5.4,1.8,0.089,12,reviewed,us,us
2017-11-19T11:27:45.660Z,-21.6728,168.6315,10,5.3,mww,,53,0.591,1.19,us,us2000brds,2017-12-02T14:28:23.040Z,"78km E of Tadine, New Caledonia",earthquake,3.6,1.7,0.078,16,reviewed,us,us
2017-11-19T11:15:04.970Z,-21.6853,168.6722,10,4.4,mb,,231,0.63,0.64,us,us2000bvgk,2017-12-02T14:23:01.040Z,"83km E of Tadine, New Caledonia",earthquake,6.6,1.9,0.123,19,reviewed,us,us
2017-11-19T11:10:29.810Z,15.3118,-91.7635,171.43,4.2,mb,,115,0.251,0.99,us,us2000bvgj,2017-12-02T14:20:27.040Z,"3km NE of Concepcion Tutuapa, Guatemala",earthquake,9.4,7.3,0.104,26,reviewed,us,us
2017-11-19T11:00:27.620Z,-21.705,167.978,10,4.3,mb,,168,0.228,0.82,us,us2000bvgl,2017-12-02T14:14:15.040Z,"19km SSE of Tadine, New Caledonia",earthquake,8.4,2,0.202,7,reviewed,us,us
2017-11-19T10:48:53.630Z,-21.4251,168.451,10,4.7,mb,,130,0.395,0.66,us,us2000brde,2017-12-02T14:11:41.040Z,"60km ENE of Tadine, New Caledonia",earthquake,5.8,1.9,0.097,32,reviewed,us,us
2017-11-19T10:41:39.410Z,-21.7255,168.5713,10,4.4,mb,,121,0.559,0.84,us,us2000bvgh,2017-12-01T09:45:58.040Z,"73km ESE of Tadine, New Caledonia",earthquake,4.1,1.9,0.12,20,reviewed,us,us
2017-11-19T10:35:04.030Z,-21.4832,168.5651,10,4.2,mb,,283,0.497,0.65,us,us2000bvgi,2017-12-01T09:36:25.040Z,"71km E of Tadine, New Caledonia",earthquake,4.9,2,0.216,6,reviewed,us,us
2017-11-19T10:34:45.950Z,-22.1561,-173.1998,10,5,mb,,135,4.334,1.04,us,us2000bvik,2017-12-01T09:32:46.040Z,"202km ESE of `Ohonua, Tonga",earthquake,15,2,0.137,17,reviewed,us,us
2017-11-19T10:10:48.480Z,-13.902,173.0708,615.98,4.3,mb,,223,6.13,0.96,us,us2000bvgg,2017-12-01T09:03:24.040Z,"Fiji region",earthquake,16.6,10.1,0.161,11,reviewed,us,us
2017-11-19T10:06:33.310Z,-21.3601,168.8642,10,4.5,mb,,244,0.786,1.37,us,us2000bvil,2017-12-01T08:59:37.040Z,"103km ENE of Tadine, New Caledonia",earthquake,7.4,1.9,0.204,7,reviewed,us,us
2017-11-19T10:03:57.660Z,-21.6181,168.7852,10,4.5,mb,,235,0.715,0.96,us,us2000bvgf,2017-12-01T08:55:44.040Z,"93km E of Tadine, New Caledonia",earthquake,6.9,1.8,0.119,21,reviewed,us,us
2017-11-19T10:02:12.380Z,-22.1945,167.91,5.02,5,mb,,166,0.597,0.42,us,us2000brd7,2017-12-01T08:49:15.040Z,"68km NE of Vao, New Caledonia",earthquake,3.5,4.4,0.179,10,reviewed,us,us
2017-11-19T10:00:35.760Z,-23.6461,179.9931,526.89,4.5,mb,,114,6.145,0.92,us,us2000bvgd,2017-12-01T08:42:55.040Z,"South of the Fiji Islands",earthquake,13.8,9.8,0.096,32,reviewed,us,us
2017-11-19T09:56:02.200Z,-21.6841,168.6331,10,5.4,mww,,91,0.596,0.89,us,us2000brc6,2017-12-01T08:38:57.350Z,"79km E of Tadine, New Caledonia",earthquake,4.9,1.8,0.061,26,reviewed,us,us
2017-11-19T09:51:58.440Z,-21.781,168.5499,10,4.2,mb,,233,0.568,0.98,us,us2000bvgc,2017-12-01T08:36:03.040Z,"73km ESE of Tadine, New Caledonia",earthquake,5.6,2,0.167,10,reviewed,us,us
2017-11-19T09:43:34.780Z,-21.6237,168.8024,10,4.7,mb,,191,0.732,0.61,us,us2000bvgs,2017-12-01T08:31:22.040Z,"95km E of Tadine, New Caledonia",earthquake,4.3,1.9,0.134,17,reviewed,us,us
2017-11-19T09:41:47.880Z,-39.9562,46.021,10,4.7,mb,,101,7.748,0.73,us,us2000bvgb,2017-12-01T08:28:04.040Z,"Southwest Indian Ridge",earthquake,9.1,1.9,0.138,16,reviewed,us,us
2017-11-19T09:32:25.520Z,17.7304,-101.138,65.85,4.4,mb,,181,1.908,1.11,us,us2000brbq,2017-12-01T08:24:49.327Z,"27km NNE of Petatlan, Mexico",earthquake,9.4,8.7,0.084,41,reviewed,us,us
2017-11-19T09:25:47.020Z,-21.654,168.6995,4,6.3,mww,,22,0.646,1.25,us,us2000brbk,2017-12-01T07:51:47.258Z,"85km E of Tadine, New Caledonia",earthquake,5.4,1.7,0.042,54,reviewed,us,us
2017-11-19T09:23:42.400Z,18.793,-66.9725,14,2.64,md,3,347,0.3538,0.5,pr,pr2017323004,2017-12-01T07:45:17.040Z,"20km N of Isabela, Puerto Rico",earthquake,10.7,4.54,0.29,2,reviewed,pr,pr
2017-11-19T09:09:28.020Z,36.6525,-121.2696667,3.99,2.66,md,56,71,0.05511,0.06,nc,nc72927325,2017-11-20T21:20:03.912Z,"19km SSE of Ridgemark, California",earthquake,0.11,0.53,0.18,98,reviewed,nc,nc
2017-11-19T09:04:13.710Z,-21.7598,168.6364,10,4.5,mb,,108,0.628,0.93,us,us2000bvgw,2017-12-01T07:42:23.040Z,"81km ESE of Tadine, New Caledonia",earthquake,2.7,1.9,0.145,14,reviewed,us,us
2017-11-19T08:52:24.950Z,29.9506,95.3391,10,4.1,mb,,123,5.347,0.27,us,us2000brb3,2017-11-19T09:23:48.040Z,"41km WNW of Zhamog, China",earthquake,7.6,2,0.13,16,reviewed,us,us
2017-11-19T08:20:31.330Z,35.6645,-97.3945,5,2.9,mb_lg,,58,0.022,0.23,us,us2000braj,2017-11-19T23:42:37.967Z,"7km E of Edmond, Oklahoma",earthquake,1,1.4,0.06,73,reviewed,us,us
2017-11-19T08:19:59.640Z,-34.0142,58.0181,10,4.8,mb,,81,12.952,0.81,us,us2000brat,2017-11-19T08:46:57.040Z,"South Indian Ocean",earthquake,12.7,1.9,0.103,29,reviewed,us,us
2017-11-19T08:12:50.660Z,35.6708,-97.4003,5,3.7,mb_lg,,52,0.03,0.2,us,us2000brah,2017-11-23T23:07:51.966Z,"7km ENE of Edmond, Oklahoma",earthquake,1.1,1.4,0.045,131,reviewed,us,us
2017-11-19T07:33:59.244Z,52.5665,-173.9803,176.9,3.3,ml,,,,0.52,ak,ak17302962,2017-11-22T23:36:57.531Z,"43km NNE of Atka, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-11-19T06:21:27.760Z,-18.0147,-178.3132,619.06,4.3,mb,,86,3.471,0.89,us,us2000br9r,2017-11-19T07:03:39.040Z,"294km N of Ndoi Island, Fiji",earthquake,13.6,9.4,0.055,97,reviewed,us,us
2017-11-19T06:19:50.570Z,34.9815,46.1937,10,4.1,mb,,141,0.411,0.85,us,us2000br9p,2017-11-19T07:30:34.040Z,"16km WSW of Paveh, Iran",earthquake,6.4,2,0.089,35,reviewed,us,us
2017-11-19T05:35:45.980Z,36.1202,-99.0335,7.81,2.5,mb_lg,,194,0.26,0.25,us,us2000br9d,2017-11-19T08:36:20.495Z,"11km NW of Taloga, Oklahoma",earthquake,2.5,5.1,0.154,11,reviewed,us,us
2017-11-19T05:08:04.370Z,57.8834,-137.6049,10,3.1,ml,,175,0.736,0.93,us,us2000br95,2017-11-22T23:36:57.090Z,"124km WSW of Gustavus, Alaska",earthquake,3.5,1.9,0.047,60,reviewed,us,us
2017-11-19T03:35:48.090Z,-4.2698,-80.6979,34,4.4,mb,,181,0.748,1.3,us,us2000br8k,2017-11-26T04:05:56.854Z,"21km E of La Breita, Peru",earthquake,8.2,6.1,0.105,26,reviewed,us,us
2017-11-19T03:32:55.121Z,57.9077,-137.7324,20.1,2.7,ml,,,,0.53,ak,ak17300265,2017-11-22T23:36:56.627Z,"130km WSW of Gustavus, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2017-11-19T03:28:44.630Z,32.2215,140.8146,40.23,4.7,mb,,115,1.227,1.28,us,us2000br8j,2017-11-19T03:44:17.040Z,"134km SE of Hachijo-jima, Japan",earthquake,7.6,5.4,0.048,135,reviewed,us,us
2017-11-19T03:15:47.260Z,2.3979,128.2429,47.7,4.7,mb,,110,1.837,0.96,us,us2000br8g,2017-11-19T03:47:03.040Z,"78km NNE of Tobelo, Indonesia",earthquake,4.4,8.6,0.08,50,reviewed,us,us
2017-11-19T02:59:20.030Z,34.8,45.9749,10,4.1,mb,,201,0.379,0.72,us,us2000br8f,2017-11-19T04:12:20.040Z,"38km NNE of Sarpol-e Zahab, Iran",earthquake,11.6,2,0.135,15,reviewed,us,us
2017-11-19T02:53:07.328Z,60.119,-150.8704,40,2.6,ml,,,,0.57,ak,ak17300255,2017-11-22T19:36:41.385Z,"36km SE of Cohoe, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-11-19T02:04:25.300Z,18.8296,-65.4975,32,3.17,md,4,324,0.972,0.34,pr,pr2017323000,2017-11-19T05:26:11.629Z,"55km NNE of Luquillo, Puerto Rico",earthquake,3.3,20.99,0.07,3,reviewed,pr,pr
2017-11-19T01:07:33.480Z,34.4005,45.8978,10,4.1,mb,,176,0.729,1.57,us,us2000br80,2017-11-21T17:59:03.571Z,"7km SSE of Sarpol-e Zahab, Iran",earthquake,8.1,2,0.135,15,reviewed,us,us
2017-11-19T00:45:08.751Z,61.4812,-146.5508,20.4,3.4,ml,,,,0.57,ak,ak17298893,2017-11-22T23:40:22.440Z,"39km NNW of Valdez, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-11-19T00:23:48.837Z,61.0606,-147.9214,15.6,2.5,ml,,,,0.46,ak,ak17298880,2017-11-22T19:36:34.600Z,"56km NE of Whittier, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-11-18T23:58:04.180Z,-16.8845,-173.5249,31.82,4.6,mb,,122,3.404,1.17,us,us2000br7u,2017-11-19T01:09:56.040Z,"106km SSE of Hihifo, Tonga",earthquake,8.3,6.2,0.114,23,reviewed,us,us
2017-11-18T23:08:20.697Z,59.7494,-153.2247,109.2,2.6,ml,,,,0.42,ak,ak17298862,2017-11-21T00:52:59.632Z,"80km W of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-11-18T21:24:51.080Z,29.9305,94.9981,10,4.4,mb,,54,3.371,0.61,us,us2000br5p,2017-11-18T21:58:55.040Z,"71km NE of Nyingchi, China",earthquake,9.4,1.9,0.102,28,reviewed,us,us
2017-11-18T21:04:29.511Z,54.3991,-161.6615,13.2,2.6,ml,,,,0.63,ak,ak17296198,2017-11-21T00:52:55.958Z,"110km SE of Cold Bay, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-11-18T19:29:06.500Z,30.9148,-103.869,16.52,2.6,mb_lg,,89,0.454,0.82,us,us2000br4n,2017-11-18T19:44:58.040Z,"36km N of Fort Davis, Texas",earthquake,2,7.9,0.12,23,reviewed,us,us
2017-11-18T19:17:56.381Z,51.2966,-178.2532,39,3,ml,,,,0.52,ak,ak17293540,2017-11-21T23:08:34.445Z,"59km E of Amatignak Island, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2017-11-18T19:17:35.540Z,16.221,-94.3637,69.25,4.7,mb,,124,2.897,1.1,us,us2000br4h,2017-11-18T19:30:05.040Z,"19km SE of Ixhuatan, Mexico",earthquake,10,7.4,0.033,273,reviewed,us,us
2017-11-18T19:13:07.780Z,2.355,128.1451,42.85,5,mb,,54,1.754,0.69,us,us2000br4g,2017-11-18T19:34:20.040Z,"70km NNE of Tobelo, Indonesia",earthquake,9,7.1,0.07,65,reviewed,us,us
2017-11-18T18:41:55.900Z,36.1326,-98.9735,3.83,3.1,ml,,93,,0.69,us,us2000br3w,2017-11-28T19:44:02.423Z,"10km N of Taloga, Oklahoma",earthquake,1.2,3.8,,,reviewed,tul,tul
2017-11-18T18:36:41.610Z,2.3847,128.1426,16.47,5.4,mww,,34,1.78,0.85,us,us2000br3s,2017-11-28T19:36:11.534Z,"74km NNE of Tobelo, Indonesia",earthquake,5.6,3.2,0.069,20,reviewed,us,us
2017-11-18T17:33:07.540Z,53.213,-160.8345,31.4,3.3,mb,,214,1.779,0.74,us,us2000bs5h,2017-11-28T19:07:18.040Z,"194km SSW of Chernabura Island, Alaska",earthquake,7.4,10.1,0.171,8,reviewed,us,us
2017-11-18T17:07:24.850Z,15.2077,-93.8757,48.65,5.2,mb,,87,2.108,0.88,us,us2000br2b,2017-11-28T18:12:59.103Z,"81km SSW of Tres Picos, Mexico",earthquake,7.3,4.4,0.023,639,reviewed,us,us
2017-11-18T16:26:15.570Z,-21.9994,-68.9497,143.43,4.3,mb,,50,0.338,0.87,us,us2000br1s,2017-11-18T16:59:15.040Z,"51km N of Calama, Chile",earthquake,7.4,6.6,0.168,10,reviewed,us,us
2017-11-18T16:07:02.260Z,2.3816,128.1436,20.3,5.9,mww,,69,1.777,1.27,us,us2000br1i,2017-11-18T18:10:27.458Z,"73km NNE of Tobelo, Indonesia",earthquake,7.4,5.2,0.063,24,reviewed,us,us
2017-11-18T16:01:07.270Z,36.0944,-98.9536,5,2.5,mb_lg,,87,0.287,1.02,us,us2000br19,2017-11-18T16:58:09.758Z,"6km N of Taloga, Oklahoma",earthquake,2.4,1.5,0.098,27,reviewed,us,us
2017-11-18T15:01:41.150Z,-25.5795,-65.4254,125.08,4.3,mb,,93,3.627,1.41,us,us2000br0c,2017-11-18T15:30:56.040Z,"54km SSE of Chicoana, Argentina",earthquake,9.8,7.8,0.148,13,reviewed,us,us
2017-11-18T14:26:50.430Z,19.8785,-68.4543,75,3.43,md,4,348,1.948,0.22,pr,pr2017322003,2017-11-18T15:58:21.325Z,"117km NNE of Miches, Dominican Republic",earthquake,5.68,14.84,0.05,4,reviewed,pr,pr
2017-11-18T14:17:49.163Z,53.4156,-163.6177,3.7,2.9,ml,,,,0.45,ak,ak17289658,2017-11-21T00:52:00.101Z,"160km S of False Pass, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-11-18T13:09:21.030Z,37.5175,-118.8346667,1.68,2.68,md,40,64,0.07253,0.04,nc,nc72926775,2017-11-21T05:07:02.219Z,"18km SE of Mammoth Lakes, California",earthquake,0.22,0.77,0.196,37,reviewed,nc,nc
2017-11-18T13:02:21.780Z,12.4454,143.7332,10,5.1,mb,,66,1.586,1.22,us,us2000bqzj,2017-11-18T13:49:22.040Z,"136km SW of Merizo Village, Guam",earthquake,9.3,1.9,0.071,64,reviewed,us,us
2017-11-18T12:22:50.630Z,3.7401,64.1862,10,4.5,mb,,109,9.45,1.39,us,us2000bqz3,2017-11-28T12:33:15.040Z,"Carlsberg Ridge",earthquake,11.4,1.9,0.096,32,reviewed,us,us
2017-11-18T11:08:45.060Z,56.281,-158.9331,4.2,2.6,ml,,,,0.91,us,us2000bs5b,2017-11-28T12:26:31.040Z,"10km WNW of Chignik Lake, Alaska",earthquake,3.5,6.4,,,reviewed,ak,ak
2017-11-18T10:57:22.920Z,-11.2157,164.9469,10,4.8,mb,,118,5.226,0.88,us,us2000bqyh,2017-11-18T11:17:20.040Z,"111km WSW of Lata, Solomon Islands",earthquake,7,1.8,0.079,49,reviewed,us,us
2017-11-18T10:01:27.600Z,-20.7721,-69.1011,107.52,4.9,mb,,33,0.45,1.26,us,us2000bqxy,2017-11-18T10:20:28.040Z,"124km ESE of Iquique, Chile",earthquake,5.5,5.5,0.037,225,reviewed,us,us
2017-11-18T09:00:36.200Z,31.6819,139.6123,32.75,4.8,mb,,94,1.439,0.7,us,us2000bqxn,2017-11-18T09:31:49.040Z,"156km S of Hachijo-jima, Japan",earthquake,7.2,5.4,0.046,147,reviewed,us,us
2017-11-18T05:54:54.940Z,8.3473,-71.7899,10,5.1,mb,,52,1.261,0.98,us,us2000bqwx,2017-11-29T03:30:20.377Z,"3km SSW of Zea, Venezuela",earthquake,6.7,1.9,0.072,63,reviewed,us,us
2017-11-18T05:40:45.396Z,52.8425,-164.0201,25.6,2.7,ml,,,,0.62,ak,ak17348444,2017-11-21T00:51:41.392Z,"185km SE of Akutan, Alaska",earthquake,,11,,,reviewed,ak,ak
2017-11-18T05:03:30.900Z,18.4383,-67.4031,11,2.64,md,9,168,0.0932,0.34,pr,pr2017322001,2017-11-18T07:25:23.040Z,"19km WNW of Rincon, Puerto Rico",earthquake,1.37,1.06,0.59,9,reviewed,pr,pr
2017-11-18T04:52:02.638Z,53.8454,-163.0683,8.3,2.5,ml,,,,0.72,ak,ak17348438,2017-11-21T00:51:38.645Z,"114km SSE of False Pass, Alaska",earthquake,,2.8,,,reviewed,ak,ak
2017-11-18T04:23:46.720Z,-2.9803,-79.6936,35,5.5,mww,,59,0.671,1.17,us,us2000bqvz,2017-11-22T02:50:37.392Z,"15km ESE of Balao, Ecuador",earthquake,7.1,1.9,0.06,27,reviewed,us,us
2017-11-18T04:12:19.940Z,34.7788,45.7072,35,4.6,mb,,106,0.337,0.7,us,us2000bqvs,2017-11-18T08:58:37.579Z,"38km NNW of Sarpol-e Zahab, Iran",earthquake,9.8,2,0.08,50,reviewed,us,us
2017-11-18T03:36:06.710Z,30.075,95.1389,10,4.2,mb,,129,5.349,1.06,us,us2000bqvi,2017-11-18T03:51:59.040Z,"64km WNW of Zhamog, China",earthquake,12.3,2,0.137,15,reviewed,us,us
2017-11-18T03:19:40.744Z,60.5727,-146.5065,16.4,2.9,ml,,,,0.67,ak,ak17278422,2017-11-18T11:22:13.873Z,"41km W of Cordova, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-11-18T03:18:57.794Z,59.4736,-153.1372,92.1,3.6,ml,,,,0.65,ak,ak17278413,2017-11-21T23:08:59.626Z,"81km WSW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-11-18T02:54:30.000Z,19.1336,-66.4416,25,2.74,md,4,336,0.8467,0.25,pr,pr2017322000,2017-11-18T04:58:30.113Z,"74km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,3.17,19.96,0.13,4,reviewed,pr,pr
2017-11-18T02:13:39.980Z,30.0224,95.2619,10,4.1,mb,,130,3.605,0.56,us,us2000bqva,2017-11-18T02:51:25.040Z,"51km WNW of Zhamog, China",earthquake,12.2,2,0.151,12,reviewed,us,us
2017-11-18T01:31:06.040Z,-21.6558,168.7648,17.28,4.8,mb,,107,0.705,0.78,us,us2000bqul,2017-11-18T02:19:03.040Z,"92km E of Tadine, New Caledonia",earthquake,5.2,4.2,0.087,41,reviewed,us,us
2017-11-18T01:07:49.120Z,-0.3643,122.1695,38.46,4.7,mb,,54,0.903,0.64,us,us2000bqu6,2017-11-18T01:27:33.040Z,"94km NW of Luwuk, Indonesia",earthquake,6.5,9,0.104,31,reviewed,us,us
2017-11-18T00:52:42.370Z,-29.5548,-72.3113,32.56,4.2,mwr,,113,1.001,0.91,us,us2000bqu0,2017-11-18T01:58:40.040Z,"103km WNW of Coquimbo, Chile",earthquake,5.1,8.1,0.08,15,reviewed,us,us
2017-11-18T00:34:37.300Z,36.7594,-98.077,6.825,2.5,ml,,51,,0.77,us,us2000bqtt,2017-11-21T02:49:56.040Z,"24km E of Cherokee, Oklahoma",earthquake,0.8,6,,,reviewed,tul,tul
2017-11-18T00:32:01.910Z,29.9311,94.8843,10,5.1,mb,,23,3.273,0.73,us,us2000bqtu,2017-11-20T04:12:33.589Z,"63km NE of Nyingchi, China",earthquake,7.8,1.8,0.039,214,reviewed,us,us
