,origin,country,lat,long,magnitude,shaking_death,deaths,year,month,decade,hour,Season,sleep,Class,year5,density,GDP
218,1976-07-21 15:10,China,24.768,98.667,6.1,,11.0,1976,7,1970,21.0,summer,True,Strong,1975,98.1,165.8856199
219,1976-07-27 19:42,China,39.605,117.88799999999999,7.6,655237.0,655237.0,1976,7,1970,2.0,summer,True,Major,1975,98.1,165.8856199
220,1976-07-28 10:45,China,39.723,118.359,7.0,,,1976,7,1970,17.0,summer,False,Major,1975,98.1,165.8856199
221,1976-08-16 14:06,China,32.753,104.088,6.7,,0.0,1976,8,1970,20.0,summer,False,Strong,1975,98.1,165.8856199
222,1976-08-19 01:12,Turkey,37.743,29.015,5.0,4.0,4.0,1976,8,1970,2.0,summer,True,Moderate,1975,51.0,1789.570839
223,1976-08-23 03:30,China,32.481,104.182,6.4,,41.0,1976,8,1970,9.0,summer,False,Strong,1975,98.1,165.8856199
224,1976-11-06 18:04,China,27.554000000000002,101.021,6.3,,33.0,1976,11,1970,0.0,authumn,True,Strong,1975,98.1,165.8856199
225,1976-11-24 12:22,Turkey,39.082,44.031000000000006,7.0,5000.0,5000.0,1976,11,1970,14.0,authumn,False,Major,1975,51.0,1789.570839
226,1976-12-13 06:36,China,27.336,101.024,5.9,,2.0,1976,12,1970,12.0,winter,False,Moderate,1975,98.1,165.8856199
227,1977-01-01 21:39,China,38.185,91.014,6.0,,2.0,1977,1,1970,3.0,winter,True,Strong,1975,98.1,181.9589099
228,1977-03-25 02:39,Turkey,38.647,40.056999999999995,5.3,30.0,30.0,1977,3,1970,4.0,spring,True,Moderate,1975,51.0,1995.098982
229,1978-01-14 03:24,Japan,34.803000000000004,139.29399999999998,6.6,21.0,25.0,1978,1,1970,12.0,winter,False,Strong,1975,308.4,8841.309806000001
230,1978-06-12 08:06,Japan,38.235,142.105,5.7,,28.0,1978,6,1970,17.0,summer,False,Moderate,1975,308.4,8841.309806000001
231,1978-06-12 08:14,Japan,38.224000000000004,142.009,7.6,22.0,22.0,1978,6,1970,17.0,summer,False,Major,1975,308.4,8841.309806000001
232,1979-02-16 10:08,Peru,-16.537,-72.553,7.1,18.0,18.0,1979,2,1970,5.0,summer,True,Major,1975,11.9,739.369542
233,1979-03-15 12:52,China,23.162,101.10600000000001,6.0,,12.0,1979,3,1970,18.0,spring,False,Strong,1975,98.1,272.0139582
234,1979-07-09 10:57,China,31.471999999999998,119.27,5.4,41.0,42.0,1979,7,1970,17.0,summer,False,Moderate,1975,98.1,272.0139582
235,1980-09-23 19:10,Japan,35.997,139.74,5.3,1.0,2.0,1980,9,1980,4.0,authumn,True,Moderate,1980,323.2,9487.298719
236,1980-09-24 17:54,Japan,35.525,140.062,6.0,2.0,2.0,1980,9,1980,2.0,authumn,True,Strong,1980,323.2,9487.298719
237,1980-11-12 06:58,Peru,-13.347000000000001,-74.545,4.9,7.0,7.0,1980,11,1980,1.0,spring,True,Light,1980,13.6,959.0011562000001
238,1981-01-23 21:13,China,30.956,101.16799999999999,6.5,150.0,150.0,1981,1,1980,3.0,winter,True,Strong,1980,105.9,293.3076616
239,1981-04-18 00:32,Peru,-13.116,-74.373,5.5,8.0,8.0,1981,4,1980,19.0,authumn,False,Moderate,1980,13.6,1142.868257
240,1981-06-22 17:53,Peru,-13.185,-74.46300000000001,5.8,6.0,6.0,1981,6,1980,12.0,winter,False,Moderate,1980,13.6,1142.868257
241,1981-09-12 07:15,Pakistan,35.685,73.597,6.1,220.0,250.0,1981,9,1980,11.0,authumn,False,Strong,1980,101.3,456.3053717
242,1981-12-12 20:26,Pakistan,29.912,67.08,4.6,6.0,6.0,1981,12,1980,0.0,winter,True,Light,1980,101.3,456.3053717
243,1982-03-23 05:10,Peru,-12.341,-77.538,5.1,2.0,2.0,1982,3,1980,23.0,authumn,True,Moderate,1980,13.6,1134.999575
244,1982-03-28 23:24,Peru,-12.743,-76.01,6.3,3.0,3.0,1982,3,1980,17.0,authumn,False,Strong,1980,13.6,1134.999575
245,1982-06-15 23:24,China,31.871,99.87200000000001,5.6,10.0,11.0,1982,6,1980,5.0,summer,True,Moderate,1980,105.9,285.20052749999996
246,1983-02-13 01:40,China,39.994,75.173,6.2,0.0,1.0,1983,2,1980,6.0,winter,True,Strong,1980,105.9,301.7334346
247,1983-03-15 17:27,Japan,34.797,137.58,5.4,1.0,1.0,1983,3,1980,2.0,spring,True,Moderate,1980,323.2,10394.95722
248,1983-04-05 06:50,China,39.972,75.215,5.8,,,1983,4,1980,11.0,spring,False,Moderate,1980,105.9,301.7334346
249,1983-04-12 12:07,Peru,-4.846,-78.09100000000001,7.0,,10.0,1983,4,1980,6.0,authumn,True,Major,1980,13.6,860.2865934
250,1983-05-26 02:59,Japan,40.473,139.091,7.7,104.0,107.0,1983,5,1980,11.0,spring,False,Major,1980,323.2,10394.95722
251,1983-07-05 12:01,Turkey,40.309,27.254,6.1,5.0,5.0,1983,7,1980,13.0,summer,False,Strong,1980,57.1,1761.3623929999999
252,1983-08-08 03:47,Japan,35.507,139.045,5.6,1.0,1.0,1983,8,1980,12.0,summer,False,Moderate,1980,323.2,10394.95722
253,1983-10-30 04:12,Turkey,40.327,42.176,6.6,1342.0,1400.0,1983,10,1980,6.0,authumn,True,Strong,1980,57.1,1761.3623929999999
254,1983-11-06 21:09,China,35.223,115.204,5.5,34.0,45.0,1983,11,1980,4.0,authumn,True,Moderate,1980,105.9,301.7334346
255,1984-03-06 02:17,Japan,29.372,138.871,7.4,0.0,1.0,1984,3,1980,11.0,spring,False,Major,1980,323.2,10976.80075
256,1984-05-21 15:37,China,32.604,121.602,6.0,,13.0,1984,5,1980,23.0,spring,True,Strong,1980,105.9,305.8236223
257,1984-09-13 23:48,Japan,35.801,137.466,6.2,24.0,29.0,1984,9,1980,8.0,authumn,False,Strong,1980,323.2,10976.80075
258,1984-09-18 13:26,Turkey,40.891999999999996,42.24100000000001,5.5,3.0,3.0,1984,9,1980,15.0,authumn,False,Moderate,1980,57.1,1675.2036859999998
259,1984-10-18 09:46,Turkey,40.711,42.446999999999996,5.4,3.0,3.0,1984,10,1980,11.0,authumn,False,Moderate,1980,57.1,1675.2036859999998
260,1985-03-29 11:15,China,29.35,104.95299999999999,4.9,1.0,2.0,1985,3,1980,17.0,spring,False,Light,1985,114.1,296.98895780000004
261,1985-04-18 05:52,China,25.891,102.885,5.7,23.0,23.0,1985,4,1980,11.0,spring,False,Moderate,1985,114.1,296.98895780000004
262,1985-08-23 12:41,China,39.446999999999996,75.264,6.9,71.0,71.0,1985,8,1980,17.0,summer,False,Strong,1985,114.1,296.98895780000004
263,1985-09-11 20:45,China,39.356,75.415,6.1,4.0,4.0,1985,9,1980,1.0,authumn,True,Strong,1985,114.1,296.98895780000004
264,1986-01-11 19:42,Peru,-9.512,-77.437,5.1,1.0,1.0,1986,1,1980,13.0,summer,False,Moderate,1985,15.3,1080.432013
265,1986-04-05 20:14,Peru,-13.402000000000001,-71.757,5.2,16.0,16.0,1986,4,1980,15.0,authumn,False,Moderate,1985,15.3,1080.432013
266,1986-05-05 03:35,Turkey,37.999,37.781,6.0,15.0,15.0,1986,5,1980,5.0,spring,True,Strong,1985,63.8,2028.333836
267,1986-06-06 10:39,Turkey,38.007,37.91,5.8,1.0,1.0,1986,6,1980,12.0,summer,False,Moderate,1985,63.8,2028.333836
268,1986-08-06 19:55,China,29.28,100.75399999999999,5.3,,2.0,1986,8,1980,1.0,summer,True,Moderate,1985,114.1,283.01003230000003
269,1987-03-18 03:36,Japan,32.051,131.785,6.6,1.0,2.0,1987,3,1980,11.0,spring,False,Strong,1985,334.4,20775.45757
270,1987-08-02 09:07,China,25.002,115.566,4.9,0.0,3.0,1987,8,1980,16.0,summer,False,Light,1985,114.1,302.2960434
271,1987-08-13 15:23,Peru,-17.9,-70.90899999999999,6.5,1.0,1.0,1987,8,1980,10.0,winter,False,Strong,1985,15.3,1730.358986
272,1987-10-02 22:27,Peru,-8.166,-77.961,5.6,3.0,3.0,1987,10,1980,16.0,spring,False,Moderate,1985,15.3,1730.358986
273,1987-12-17 02:08,Japan,35.421,140.322,6.5,2.0,2.0,1987,12,1980,11.0,winter,False,Strong,1985,334.4,20775.45757
274,1988-11-06 13:03,China,22.909000000000002,99.681,7.0,730.0,748.0,1988,11,1980,19.0,authumn,False,Major,1985,114.1,369.7158648
275,1988-11-06 13:15,China,23.186,99.411,6.4,,,1988,11,1980,19.0,authumn,False,Strong,1985,114.1,369.7158648
276,1989-02-19 12:27,Japan,36.038000000000004,139.86,5.5,1.0,1.0,1989,2,1980,21.0,winter,True,Moderate,1985,334.4,25053.653919999997
277,1989-04-15 20:34,China,29.955,99.20200000000001,6.4,11.0,11.0,1989,4,1980,2.0,spring,True,Strong,1985,114.1,406.1789358
278,1989-05-07 00:38,China,23.538,99.51899999999999,5.6,1.0,1.0,1989,5,1980,6.0,spring,True,Moderate,1985,114.1,406.1789358
279,1989-07-21 03:09,China,30.000999999999998,99.36200000000001,5.6,,3.0,1989,7,1980,9.0,summer,False,Moderate,1985,114.1,406.1789358
280,1989-09-22 02:25,China,31.555,102.42200000000001,6.1,0.0,1.0,1989,9,1980,8.0,authumn,False,Strong,1985,114.1,406.1789358
281,1989-10-18 14:57,China,39.959,113.94,5.4,29.0,29.0,1989,10,1980,21.0,authumn,True,Moderate,1985,114.1,406.1789358
282,1989-10-18 17:01,China,40.014,113.93299999999999,5.6,,17.0,1989,10,1980,0.0,authumn,True,Moderate,1985,114.1,406.1789358
283,1989-11-20 03:21,China,29.883000000000003,106.82600000000001,5.2,4.0,7.0,1989,11,1980,10.0,authumn,False,Moderate,1985,114.1,406.1789358
284,1990-02-09 17:57,China,31.745,120.98200000000001,5.0,0.0,2.0,1990,2,1990,1.0,winter,True,Moderate,1990,124.9,345.246548
285,1990-03-04 19:46,Pakistan,28.906,66.354,6.0,11.0,11.0,1990,3,1990,23.0,spring,True,Strong,1990,139.7,480.1348151
286,1990-04-26 09:37,China,36.059,100.27799999999999,6.2,,126.0,1990,4,1990,15.0,spring,False,Strong,1990,124.9,345.246548
287,1990-04-26 09:37,China,36.059,100.27799999999999,6.4,126.0,126.0,1990,4,1990,15.0,spring,False,Strong,1990,124.9,345.246548
288,1990-05-30 02:34,Peru,-6.022,-77.197,6.5,135.0,135.0,1990,5,1990,20.0,authumn,False,Strong,1990,17.1,1334.096762
289,1990-06-09 01:14,Peru,-6.1,-77.133,5.5,1.0,1.0,1990,6,1990,19.0,winter,False,Moderate,1990,17.1,1334.096762
290,1990-06-17 04:51,Pakistan,27.39,65.665,6.1,6.0,6.0,1990,6,1990,8.0,summer,False,Strong,1990,139.7,480.1348151
291,1990-10-20 08:07,China,37.096,103.71799999999999,5.7,1.0,2.0,1990,10,1990,14.0,authumn,False,Moderate,1990,124.9,345.246548
292,1991-03-25 18:02,China,39.946999999999996,113.98899999999999,5.4,0.0,1.0,1991,3,1990,1.0,spring,True,Moderate,1990,124.9,354.5112978
293,1991-04-05 04:19,Peru,-5.977,-77.081,6.9,53.0,53.0,1991,4,1990,22.0,authumn,True,Strong,1990,17.1,1541.727451
294,1991-04-24 10:54,Turkey,39.613,41.169,4.5,1.0,1.0,1991,4,1990,12.0,spring,False,Light,1990,70.1,3697.660874
295,1991-07-23 19:44,Peru,-15.707,-71.721,5.2,12.0,92.0,1991,7,1990,14.0,winter,False,Moderate,1990,17.1,1541.727451
296,1992-03-13 17:18,Turkey,39.727,39.650999999999996,6.6,498.0,653.0,1992,3,1990,19.0,spring,False,Strong,1990,70.1,3831.900432
297,1992-05-20 12:20,Pakistan,33.318000000000005,71.27199999999999,6.0,36.0,36.0,1992,5,1990,16.0,spring,False,Strong,1990,139.7,554.1321303999999
298,1992-08-28 00:50,Pakistan,29.211,66.82,5.5,4.0,4.0,1992,8,1990,4.0,summer,True,Moderate,1990,139.7,554.1321303999999
299,1992-12-18 11:21,China,26.328000000000003,100.75200000000001,5.0,1.0,1.0,1992,12,1990,17.0,winter,False,Moderate,1990,124.9,417.07293500000003
300,1993-01-15 11:06,Japan,43.022,144.194,7.6,,2.0,1993,1,1990,20.0,winter,False,Major,1990,341.6,36120.06542
301,1993-01-15 11:06,Japan,43.023999999999994,144.141,7.6,2.0,2.0,1993,1,1990,20.0,winter,False,Major,1990,341.6,36120.06542
302,1993-01-31 19:33,China,25.826,101.415,4.7,2.0,2.0,1993,1,1990,1.0,winter,True,Light,1990,124.9,517.9240415
303,1993-02-02 16:05,China,42.2,86.14399999999999,5.7,,4.0,1993,2,1990,21.0,winter,True,Moderate,1990,124.9,517.9240415
304,1993-03-20 14:51,China,29.009,87.35600000000001,6.2,2.0,2.0,1993,3,1990,19.0,spring,False,Strong,1990,124.9,517.9240415
305,1993-04-18 09:16,Peru,-11.720999999999998,-76.513,6.2,3.0,6.0,1993,4,1990,3.0,authumn,True,Strong,1990,17.1,1494.244193
306,1993-07-12 13:17,Japan,42.891999999999996,139.247,7.7,200.0,243.0,1993,7,1990,22.0,summer,True,Major,1990,341.6,36120.06542
307,1993-10-11 15:54,Japan,32.03,137.92600000000002,6.9,0.0,1.0,1993,10,1990,0.0,authumn,True,Strong,1990,341.6,36120.06542
308,1993-11-30 20:37,China,39.326,75.505,5.6,0.0,2.0,1993,11,1990,1.0,authumn,True,Moderate,1990,124.9,517.9240415
309,1994-12-28 12:19,Japan,40.523,143.43,7.7,3.0,3.0,1994,12,1990,21.0,winter,True,Major,1990,341.6,39540.515510000005
310,1995-01-16 20:46,Japan,34.58,135.025,6.9,5502.0,6432.0,1995,1,1990,5.0,winter,True,Strong,1995,346.7,43773.88206
311,1995-07-21 22:44,China,36.436,103.166,5.6,14.0,14.0,1995,7,1990,4.0,summer,True,Moderate,1995,132.1,600.1337516
312,1995-10-01 15:57,Turkey,38.077,30.143,6.4,101.0,101.0,1995,10,1990,17.0,authumn,False,Strong,1995,76.0,3889.2302659999996
313,1995-10-23 22:46,China,25.947,102.22,6.2,81.0,81.0,1995,10,1990,4.0,authumn,True,Strong,1995,132.1,600.1337516
314,1996-02-03 11:14,China,27.271,100.262,6.6,322.0,322.0,1996,2,1990,17.0,winter,False,Strong,1995,132.1,700.370973
315,1996-02-21 12:51,Peru,-9.722000000000001,-79.868,7.5,0.0,7.0,1996,2,1990,6.0,summer,True,Major,1995,18.8,2261.528289
316,1996-03-19 15:00,China,40.043,76.62100000000001,6.3,24.0,26.0,1996,3,1990,20.0,spring,False,Strong,1995,132.1,700.370973
317,1996-05-03 03:32,China,40.777,109.713,6.0,18.0,26.0,1996,5,1990,10.0,spring,False,Strong,1995,132.1,700.370973
318,1996-08-14 01:55,Turkey,40.696999999999996,35.293,5.7,0.0,1.0,1996,8,1990,3.0,summer,True,Moderate,1995,76.0,4103.060268
319,1996-09-24 19:24,China,27.212,100.33200000000001,5.5,,1.0,1996,9,1990,1.0,authumn,True,Moderate,1995,132.1,700.370973
320,1996-11-12 16:59,Peru,-14.959000000000001,-75.562,7.7,14.0,15.0,1996,11,1990,10.0,spring,False,Major,1995,18.8,2261.528289
321,1997-01-21 01:48,China,39.536,76.87899999999999,5.9,12.0,12.0,1997,1,1990,6.0,winter,True,Moderate,1995,132.1,773.9679468999999
322,1997-01-22 17:57,Turkey,36.199,35.902,5.7,0.0,1.0,1997,1,1990,19.0,winter,False,Moderate,1995,76.0,4226.293065
323,1997-02-27 21:08,Pakistan,29.979,68.165,7.1,60.0,60.0,1997,2,1990,1.0,winter,True,Major,1995,159.3,600.6752836000001
324,1997-03-01 06:04,China,39.45,76.817,5.6,2.0,2.0,1997,3,1990,11.0,spring,False,Moderate,1995,132.1,773.9679468999999
325,1997-03-19 19:57,Pakistan,34.79,71.523,4.9,15.0,15.0,1997,3,1990,23.0,spring,True,Light,1995,159.3,600.6752836000001
326,1997-04-05 23:46,China,39.525,76.83,5.9,0.0,9.0,1997,4,1990,4.0,spring,True,Moderate,1995,132.1,773.9679468999999
327,1997-04-11 05:34,China,39.536,76.892,6.1,9.0,9.0,1997,4,1990,10.0,spring,False,Strong,1995,132.1,773.9679468999999
328,1998-01-10 03:50,China,41.137,114.523,5.7,70.0,70.0,1998,1,1990,10.0,winter,False,Moderate,1995,132.1,822.595342
329,1998-06-27 13:55,Turkey,36.903,35.325,6.3,145.0,145.0,1998,6,1990,15.0,summer,False,Strong,1995,76.0,4389.316283
330,1998-08-27 09:03,China,39.571999999999996,77.298,6.3,3.0,3.0,1998,8,1990,14.0,summer,False,Strong,1995,132.1,822.595342
331,1998-11-19 11:38,China,27.263,100.955,5.6,5.0,6.0,1998,11,1990,17.0,authumn,False,Moderate,1995,132.1,822.595342
332,1999-04-03 06:17,Peru,-16.602,-72.518,6.8,1.0,1.0,1999,4,1990,1.0,authumn,True,Strong,1995,18.8,1964.087759
333,1999-08-17 00:01,Turkey,40.773,30.003,7.6,17118.0,45000.0,1999,8,1990,2.0,summer,True,Major,1995,76.0,4009.29744
334,1999-08-31 08:10,Turkey,40.766999999999996,29.912,5.1,1.0,1.0,1999,8,1990,9.0,summer,False,Moderate,1995,76.0,4009.29744
335,1999-09-13 11:55,Turkey,40.736,30.089000000000002,5.8,6.0,7.0,1999,9,1990,13.0,authumn,False,Moderate,1995,76.0,4009.29744
336,1999-09-29 00:13,Turkey,40.736,29.35,5.2,1.0,1.0,1999,9,1990,1.0,authumn,True,Moderate,1995,76.0,4009.29744
337,1999-11-07 16:54,Turkey,40.695,30.724,4.9,0.0,1.0,1999,11,1990,18.0,authumn,False,Light,1995,76.0,4009.29744
338,1999-11-11 14:41,Turkey,40.74,30.247,5.6,1.0,3.0,1999,11,1990,16.0,authumn,False,Moderate,1995,76.0,4009.29744
339,1999-11-12 16:57,Turkey,40.803000000000004,31.219,7.2,894.0,894.0,1999,11,1990,18.0,authumn,False,Major,1995,76.0,4009.29744
340,1999-11-24 16:40,China,24.586,102.845,5.0,1.0,1.0,1999,11,1990,22.0,authumn,True,Moderate,1995,132.1,868.8729065
341,1999-12-03 17:06,Turkey,40.482,42.354,5.7,1.0,1.0,1999,12,1990,19.0,winter,False,Moderate,1995,76.0,4009.29744
342,2000-01-14 22:09,China,25.549,101.118,5.5,,7.0,2000,1,2000,4.0,winter,True,Moderate,2000,136.7,956.6452439
343,2000-01-14 23:37,China,25.566999999999997,101.071,5.9,7.0,7.0,2000,1,2000,5.0,winter,True,Moderate,2000,136.7,956.6452439
344,2000-01-26 20:55,China,24.148000000000003,103.654,4.9,0.0,1.0,2000,1,2000,2.0,winter,True,Light,2000,136.7,956.6452439
345,2000-05-07 23:10,Turkey,38.164,38.777,4.5,0.0,1.0,2000,5,2000,1.0,spring,True,Light,2000,82.2,4215.037688
346,2000-06-06 02:41,Turkey,40.736999999999995,33.005,6.0,2.0,2.0,2000,6,2000,4.0,summer,True,Strong,2000,82.2,4215.037688
347,2000-07-01 07:01,Japan,34.222,139.171,6.1,0.0,1.0,2000,7,2000,16.0,summer,False,Strong,2000,349.8,38877.87782
348,2000-07-07 00:15,Turkey,40.857,29.344,4.2,0.0,1.0,2000,7,2000,1.0,summer,True,Light,2000,82.2,4215.037688
349,2000-08-21 13:25,China,25.726,102.24,4.9,1.0,1.0,2000,8,2000,19.0,summer,False,Light,2000,136.7,956.6452439
350,2000-12-15 16:44,Turkey,38.451,31.265,6.0,6.0,6.0,2000,12,2000,18.0,winter,False,Strong,2000,82.2,4215.037688
351,2001-02-23 00:09,China,29.459,101.079,5.6,3.0,3.0,2001,2,2000,6.0,winter,True,Moderate,2000,136.7,1052.371705
352,2001-03-24 06:27,Japan,34.108000000000004,132.54,6.8,2.0,2.0,2001,3,2000,14.0,spring,False,Strong,2000,349.8,34162.06834
353,2001-04-12 10:47,China,24.805999999999997,99.051,5.6,2.0,2.0,2001,4,2000,16.0,spring,False,Moderate,2000,136.7,1052.371705
354,2001-05-23 21:10,China,27.619,100.90100000000001,5.4,2.0,2.0,2001,5,2000,3.0,spring,True,Moderate,2000,136.7,1052.371705
355,2001-06-23 20:33,Peru,-16.385,-73.505,8.4,48.0,145.0,2001,6,2000,15.0,winter,False,Great,2000,20.2,1981.959278
356,2001-07-07 09:38,Peru,-17.532,-71.931,7.6,1.0,1.0,2001,7,2000,4.0,winter,True,Major,2000,20.2,1981.959278
357,2001-08-09 02:06,Peru,-14.347999999999999,-72.68,5.8,4.0,4.0,2001,8,2000,21.0,winter,True,Moderate,2000,20.2,1981.959278
358,2001-10-27 05:35,China,26.289,100.586,5.5,1.0,1.0,2001,10,2000,11.0,authumn,False,Moderate,2000,136.7,1052.371705
359,2001-12-04 05:57,Peru,-15.353,-72.435,5.8,2.0,2.0,2001,12,2000,0.0,summer,True,Moderate,2000,20.2,1981.959278
360,2002-01-21 14:34,Turkey,38.633,27.886999999999997,4.8,1.0,1.0,2002,1,2000,15.0,winter,False,Light,2000,82.2,3570.4836840000003
361,2002-02-03 07:11,Turkey,38.527,31.226999999999997,6.5,44.0,44.0,2002,2,2000,9.0,winter,False,Strong,2000,82.2,3570.4836840000003
362,2002-04-22 04:57,Peru,-12.427999999999999,-76.578,4.4,0.0,1.0,2002,4,2000,22.0,authumn,True,Light,2000,20.2,2059.8959640000003
363,2002-11-01 22:09,Pakistan,35.393,74.627,5.3,11.0,17.0,2002,11,2000,2.0,authumn,True,Moderate,2000,179.7,556.9575980000001
364,2002-11-03 07:33,Pakistan,35.348,74.595,5.3,,,2002,11,2000,11.0,authumn,False,Moderate,2000,179.7,556.9575980000001
365,2002-11-20 21:32,Pakistan,35.336999999999996,74.556,6.3,19.0,19.0,2002,11,2000,1.0,authumn,True,Strong,2000,179.7,556.9575980000001
366,2002-12-14 13:27,China,39.754,97.391,5.5,2.0,2.0,2002,12,2000,19.0,winter,False,Moderate,2000,136.7,1150.387909
367,2003-01-27 05:26,Turkey,39.503,39.851,6.0,1.0,1.0,2003,1,2000,7.0,winter,False,Strong,2000,82.2,4586.856407
368,2003-02-24 02:03,China,39.515,77.204,6.3,261.0,268.0,2003,2,2000,7.0,winter,False,Strong,2000,136.7,1293.909583
369,2003-02-25 03:52,China,39.402,77.358,5.3,5.0,5.0,2003,2,2000,8.0,winter,False,Moderate,2000,136.7,1293.909583
370,2003-05-01 00:27,Turkey,38.97,40.458,6.3,177.0,177.0,2003,5,2000,2.0,spring,True,Strong,2000,82.2,4586.856407
371,2003-05-04 15:44,China,39.305,77.142,5.8,0.0,1.0,2003,5,2000,20.0,spring,False,Moderate,2000,136.7,1293.909583
372,2003-07-21 15:16,China,25.958000000000002,101.26,5.9,16.0,16.0,2003,7,2000,21.0,summer,True,Moderate,2000,136.7,1293.909583
373,2003-08-16 10:58,China,43.778999999999996,119.71799999999999,5.4,4.0,4.0,2003,8,2000,17.0,summer,False,Moderate,2000,136.7,1293.909583
374,2003-09-25 19:50,Japan,41.864,143.878,8.3,0.0,2.0,2003,9,2000,4.0,authumn,True,Great,2000,349.8,35136.91885
375,2003-10-16 12:28,China,25.881999999999998,101.256,5.6,3.0,3.0,2003,10,2000,18.0,authumn,False,Moderate,2000,136.7,1293.909583
376,2003-10-25 12:41,China,38.385999999999996,100.978,5.8,9.0,9.0,2003,10,2000,18.0,authumn,False,Moderate,2000,136.7,1293.909583
377,2003-10-25 12:47,China,38.371,100.994,5.8,,,2003,10,2000,18.0,authumn,False,Moderate,2000,136.7,1293.909583
378,2003-11-13 02:35,China,34.713,103.865,5.1,1.0,1.0,2003,11,2000,8.0,authumn,False,Moderate,2000,136.7,1293.909583
379,2003-11-14 18:49,China,27.462,103.97399999999999,5.6,4.0,4.0,2003,11,2000,0.0,authumn,True,Moderate,2000,136.7,1293.909583
380,2004-02-14 10:30,Pakistan,34.751,73.178,5.4,10.0,24.0,2004,2,2000,14.0,winter,False,Moderate,2000,179.7,694.4388763
381,2004-02-14 11:56,Pakistan,34.772,73.169,5.3,,,2004,2,2000,15.0,winter,False,Moderate,2000,179.7,694.4388763
382,2004-03-01 23:55,Turkey,38.058,38.277,3.8,6.0,6.0,2004,3,2000,1.0,spring,True,Minor,2000,82.2,5855.385652
383,2004-03-25 19:30,Turkey,39.804,40.721,5.6,10.0,10.0,2004,3,2000,21.0,spring,True,Moderate,2000,82.2,5855.385652
384,2004-05-08 20:11,Pakistan,30.166999999999998,67.068,4.5,1.0,1.0,2004,5,2000,0.0,spring,True,Light,2000,179.7,694.4388763
385,2004-07-01 22:30,Turkey,39.735,43.908,5.1,18.0,18.0,2004,7,2000,0.0,summer,True,Moderate,2000,82.2,5855.385652
386,2004-07-30 07:14,Turkey,39.69,43.935,4.8,1.0,1.0,2004,7,2000,9.0,summer,False,Light,2000,82.2,5855.385652
387,2004-08-10 10:26,China,27.318,103.917,5.3,4.0,4.0,2004,8,2000,16.0,summer,False,Moderate,2000,136.7,1514.15743
388,2004-08-11 15:48,Turkey,38.347,39.232,5.6,1.0,1.0,2004,8,2000,17.0,summer,False,Moderate,2000,82.2,5855.385652
389,2004-10-23 08:56,Japan,37.23,138.80100000000002,6.6,40.0,68.0,2004,10,2000,17.0,authumn,False,Strong,2000,349.8,37982.57478
390,2005-01-25 16:44,Turkey,37.603,43.691,5.9,2.0,2.0,2005,1,2000,18.0,winter,False,Moderate,2005,88.2,7117.32272
391,2005-03-20 01:53,Japan,33.802,130.209,6.6,1.0,1.0,2005,3,2000,9.0,spring,False,Strong,2005,352.0,37450.43937
392,2005-07-25 15:43,China,46.88399999999999,125.03,5.0,1.0,1.0,2005,7,2000,23.0,summer,True,Moderate,2005,140.8,1768.3816570000001
393,2005-09-26 01:55,Peru,-5.721,-76.414,7.5,5.0,5.0,2005,9,2000,19.0,spring,False,Major,2005,21.6,2755.4978530000003
394,2005-10-08 03:50,Pakistan,34.465,73.584,7.6,87351.0,87351.0,2005,10,2000,7.0,authumn,False,Major,2005,199.7,767.5481271000001
395,2005-10-15 04:24,Pakistan,33.977,73.929,5.2,2.0,2.0,2005,10,2000,8.0,authumn,False,Moderate,2005,199.7,767.5481271000001
396,2005-10-20 21:40,Turkey,38.158,26.753,5.8,0.0,1.0,2005,10,2000,22.0,authumn,True,Moderate,2005,88.2,7117.32272
397,2005-10-27 11:18,China,23.604,107.79799999999999,4.2,1.0,1.0,2005,10,2000,18.0,authumn,False,Light,2005,140.8,1768.3816570000001
398,2005-11-26 00:49,China,29.714000000000002,115.663,5.2,16.0,16.0,2005,11,2000,7.0,authumn,False,Moderate,2005,140.8,1768.3816570000001
399,2006-03-10 07:50,Pakistan,33.129,73.887,4.9,1.0,1.0,2006,3,2000,11.0,spring,False,Light,2005,199.7,870.9166927000001
400,2006-07-22 01:10,China,27.995,104.13799999999999,4.9,0.0,22.0,2006,7,2000,7.0,summer,False,Light,2005,140.8,2113.5842030000003
401,2006-08-25 05:51,China,28.011999999999997,104.15100000000001,5.0,1.0,1.0,2006,8,2000,11.0,summer,False,Moderate,2005,140.8,2113.5842030000003
402,2007-03-25 00:41,Japan,37.34,136.54,6.7,1.0,1.0,2007,3,2000,9.0,spring,False,Strong,2005,352.0,35483.40168
403,2007-06-02 21:34,China,23.02,101.01,6.1,3.0,3.0,2007,6,2000,3.0,summer,True,Strong,2005,140.8,2706.4132050000003
404,2007-07-16 01:13,Japan,37.52,138.46,6.6,9.0,9.0,2007,7,2000,10.0,summer,False,Strong,2005,352.0,35483.40168
405,2007-08-15 23:40,Peru,-13.38,-76.61,8.0,514.0,519.0,2007,8,2000,17.0,winter,False,Great,2005,21.6,3612.3078520000004
406,2007-10-26 06:50,Pakistan,35.304,76.753,5.2,1.0,1.0,2007,10,2000,11.0,authumn,False,Moderate,2005,199.7,952.1575822000001
407,2008-05-12 06:28,China,31.002,103.322,7.9,69195.0,88287.0,2008,5,2000,12.0,spring,False,Major,2005,140.8,3470.503014
